id,name,type,code,owner_id,competition_id,max_members,stats_average_score,stats_total_score,stats_member_count,stats_rank,updated_at,created_at
q313y29lyg7r6ifw3szmby60,ZOH 2026 Viničky,private,PUK-AUXP,ifbmej0sk8ejk98atrciydwf,nuy2mhu5y0bptjed2r4dfwtm,15,0,0,3,,2026-02-09 13:59:26.872+00,2026-02-07 17:25:59.755+00
